# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
_ch0_neuron0,	16.4274
_ch0_neuron0,	16.4736
_ch0_neuron0,	16.4990
_ch0_neuron0,	16.5500
_ch0_neuron0,	16.5839
_ch0_neuron0,	16.6342
_ch0_neuron0,	16.6454
_ch0_neuron0,	16.6660
_ch0_neuron0,	16.7545
_ch0_neuron0,	16.8053
_ch0_neuron0,	16.8451
_ch0_neuron0,	16.8478
_ch0_neuron0,	16.8566
_ch0_neuron0,	16.9030
_ch0_neuron0,	16.9328
_ch0_neuron0,	16.9677
_ch0_neuron0,	17.0595
_ch0_neuron0,	17.0761
_ch0_neuron0,	17.0827
_ch0_neuron0,	17.1063
_ch0_neuron0,	17.1457
_ch0_neuron0,	17.2938
_ch0_neuron0,	17.4355
_ch0_neuron0,	17.4727
_ch0_neuron0,	17.5520
_ch0_neuron0,	17.7342
_ch0_neuron0,	17.9265
_ch0_neuron0,	18.0278
_ch0_neuron0,	18.1998
_ch0_neuron0,	18.2012
_ch0_neuron0,	18.2186
_ch0_neuron0,	18.2332
_ch0_neuron0,	18.2673
_ch0_neuron0,	18.4010
_ch0_neuron0,	18.4206
_ch0_neuron0,	18.5695
_ch0_neuron0,	18.7004
_ch0_neuron0,	18.9356
_ch0_neuron0,	18.9878
_ch0_neuron0,	19.1387
_ch0_neuron0,	19.2397
_ch0_neuron0,	19.3000
_ch0_neuron0,	19.4094
_ch0_neuron0,	19.4726
_ch0_neuron0,	19.5548
_ch0_neuron0,	19.5630
_ch0_neuron0,	19.5659
_ch0_neuron0,	19.5738
_ch0_neuron0,	19.5758
_ch0_neuron0,	19.5891
_ch0_neuron0,	19.6005
_ch0_neuron0,	19.6118
_ch0_neuron0,	19.6218
_ch0_neuron0,	19.6238
_ch0_neuron0,	19.6357
_ch0_neuron0,	19.6505
_ch0_neuron0,	19.6516
_ch0_neuron0,	19.6634
_ch0_neuron0,	19.6766
_ch0_neuron0,	19.6886
_ch0_neuron0,	19.7018
_ch0_neuron0,	19.7170
_ch0_neuron0,	19.7369
_ch0_neuron0,	19.8333
_ch0_neuron0,	20.0042
_ch0_neuron0,	20.0185
_ch0_neuron0,	22.6024
_ch0_neuron0,	23.9191
_ch0_neuron0,	24.4921
_ch0_neuron0,	24.4981
_ch0_neuron0,	24.5158
_ch0_neuron0,	24.6249
_ch0_neuron0,	24.6461
_ch0_neuron0,	24.6893
_ch0_neuron0,	24.7462
_ch0_neuron0,	25.0951
_ch0_neuron0,	27.0998
_ch0_neuron0,	30.4835
_ch0_neuron0,	31.2414
_ch0_neuron0,	33.8471
_ch0_neuron0,	34.2751
_ch0_neuron0,	34.8354
_ch0_neuron0,	34.9225
_ch0_neuron0,	34.9276
_ch0_neuron0,	34.9311
_ch0_neuron0,	34.9340
_ch0_neuron0,	34.9351
_ch0_neuron0,	34.9365
_ch0_neuron0,	34.9427
_ch0_neuron0,	34.9528
_ch0_neuron0,	34.9597
_ch0_neuron0,	34.9646
_ch0_neuron0,	34.9787
_ch0_neuron0,	34.9885
_ch0_neuron0,	34.9944
_ch0_neuron0,	34.9980
_ch0_neuron0,	35.0107
_ch0_neuron0,	35.0144
_ch0_neuron0,	35.0242
_ch0_neuron0,	35.0264
_ch0_neuron0,	35.0326
_ch0_neuron0,	35.0434
_ch0_neuron0,	35.0511
_ch0_neuron0,	35.0589
_ch0_neuron0,	35.0749
_ch0_neuron0,	35.0784
_ch0_neuron0,	35.1025
_ch0_neuron0,	35.1715
_ch0_neuron0,	35.1869
_ch0_neuron0,	35.1996
_ch0_neuron0,	35.2728
_ch0_neuron0,	35.2977
_ch0_neuron0,	35.3056
_ch0_neuron0,	35.3727
_ch0_neuron0,	35.3928
_ch0_neuron0,	35.4092
_ch0_neuron0,	35.4416
_ch0_neuron0,	35.4542
_ch0_neuron0,	35.4597
_ch0_neuron0,	35.4672
_ch0_neuron0,	35.4682
_ch0_neuron0,	35.4719
_ch0_neuron0,	35.4739
_ch0_neuron0,	35.4757
_ch0_neuron0,	35.4836
_ch0_neuron0,	35.4848
_ch0_neuron0,	35.4944
_ch0_neuron0,	35.4983
_ch0_neuron0,	35.5034
_ch0_neuron0,	35.5159
_ch0_neuron0,	35.5215
_ch0_neuron0,	35.5382
_ch0_neuron0,	35.5473
_ch0_neuron0,	35.5525
_ch0_neuron0,	35.6168
_ch0_neuron0,	35.6504
_ch0_neuron0,	35.6660
_ch0_neuron0,	35.6793
_ch0_neuron0,	35.6944
_ch0_neuron0,	35.6990
_ch0_neuron0,	35.7235
_ch0_neuron0,	35.7256
_ch0_neuron0,	35.7417
_ch0_neuron0,	35.7608
_ch0_neuron0,	35.8430
_ch0_neuron0,	35.8583
_ch0_neuron0,	35.8658
_ch0_neuron0,	35.8679
_ch0_neuron0,	35.9229
_ch0_neuron0,	35.9455
_ch0_neuron0,	36.0563
_ch0_neuron0,	36.0702
_ch0_neuron0,	36.1244
_ch0_neuron0,	36.1719
_ch0_neuron0,	36.2885
_ch0_neuron0,	36.2951
_ch0_neuron0,	36.4962
_ch0_neuron0,	36.5422
_ch0_neuron0,	36.5700
_ch0_neuron0,	36.6313
_ch0_neuron0,	36.6553
_ch0_neuron0,	36.7189
_ch0_neuron0,	36.7535
_ch0_neuron0,	36.8708
_ch0_neuron0,	36.9196
_ch0_neuron0,	37.0813
_ch0_neuron0,	37.1032
_ch0_neuron0,	37.1171
_ch0_neuron0,	37.1182
_ch0_neuron0,	37.1224
_ch0_neuron0,	37.1268
_ch0_neuron0,	37.1366
_ch0_neuron0,	37.1455
_ch0_neuron0,	37.1521
_ch0_neuron0,	37.1561
_ch0_neuron0,	37.1652
_ch0_neuron0,	37.1760
_ch0_neuron0,	37.1771
_ch0_neuron0,	37.1847
_ch0_neuron0,	37.1876
_ch0_neuron0,	37.1932
_ch0_neuron0,	37.2020
_ch0_neuron0,	37.2060
_ch0_neuron0,	37.2102
_ch0_neuron0,	37.2120
_ch0_neuron0,	37.2171
_ch0_neuron0,	37.2214
_ch0_neuron0,	37.2239
_ch0_neuron0,	37.2257
_ch0_neuron0,	37.2363
_ch0_neuron0,	37.2394
_ch0_neuron0,	37.2458
_ch0_neuron0,	37.2496
_ch0_neuron0,	37.2560
_ch0_neuron0,	37.2596
_ch0_neuron0,	37.2704
_ch0_neuron0,	37.2824
_ch0_neuron0,	37.2894
_ch0_neuron0,	37.3060
_ch0_neuron0,	37.3070
_ch0_neuron0,	37.3184
_ch0_neuron0,	37.3341
_ch0_neuron0,	37.3433
_ch0_neuron0,	37.3554
_ch0_neuron0,	37.3617
_ch0_neuron0,	37.3699
_ch0_neuron0,	37.3812
_ch0_neuron0,	37.3864
_ch0_neuron0,	37.3966
_ch0_neuron0,	37.4141
_ch0_neuron0,	37.4262
_ch0_neuron0,	37.4337
_ch0_neuron0,	37.4835
_ch0_neuron0,	37.4967
_ch0_neuron0,	37.5093
_ch0_neuron0,	37.5141
_ch0_neuron0,	37.5719
_ch0_neuron0,	37.6077
_ch0_neuron0,	37.6257
_ch0_neuron0,	37.6294
_ch0_neuron0,	37.6487
_ch0_neuron0,	37.7047
_ch0_neuron0,	37.7470
_ch0_neuron0,	37.7490
_ch0_neuron0,	37.7568
_ch0_neuron0,	37.7747
_ch0_neuron0,	37.7759
_ch0_neuron0,	37.7952
_ch0_neuron0,	37.8270
_ch0_neuron0,	37.8610
_ch0_neuron0,	37.8760
_ch0_neuron0,	37.8956
_ch0_neuron0,	37.9039
_ch0_neuron0,	37.9584
_ch0_neuron0,	37.9608
_ch0_neuron0,	38.0197
_ch0_neuron0,	38.0315
_ch0_neuron0,	38.0465
_ch0_neuron0,	38.0751
_ch0_neuron0,	38.0953
_ch0_neuron0,	38.0993
_ch0_neuron0,	38.1109
_ch0_neuron0,	38.1404
_ch0_neuron0,	38.1772
_ch0_neuron0,	38.2372
_ch0_neuron0,	38.2593
_ch0_neuron0,	38.3054
_ch0_neuron0,	38.3326
_ch0_neuron0,	38.3444
_ch0_neuron0,	38.3981
_ch0_neuron0,	38.4203
_ch0_neuron0,	38.4282
_ch0_neuron0,	38.4600
_ch0_neuron0,	38.4917
_ch0_neuron0,	38.5404
_ch0_neuron0,	38.5701
_ch0_neuron0,	38.6121
_ch0_neuron0,	38.6188
_ch0_neuron0,	38.6277
_ch0_neuron0,	38.6337
_ch0_neuron0,	39.7343
_ch0_neuron0,	39.7378
_ch0_neuron0,	39.7544
_ch0_neuron0,	39.7583
_ch0_neuron0,	39.7771
_ch0_neuron0,	39.7806
_ch0_neuron0,	39.7940
_ch0_neuron0,	39.8075
_ch0_neuron0,	39.8213
_ch0_neuron0,	39.8253
_ch0_neuron0,	48.2787
_ch0_neuron0,	50.0149
_ch0_neuron0,	54.9074
_ch0_neuron0,	54.9383
_ch0_neuron0,	54.9593
_ch0_neuron0,	54.9673
_ch0_neuron0,	54.9702
_ch0_neuron0,	54.9825
_ch0_neuron0,	54.9944
_ch0_neuron0,	55.0036
_ch0_neuron0,	55.0140
_ch0_neuron0,	55.0160
_ch0_neuron0,	55.0453
_ch0_neuron0,	55.2069
_ch0_neuron0,	55.2798
_ch0_neuron0,	55.2943
_ch0_neuron0,	55.4113
_ch0_neuron0,	55.4279
_ch0_neuron0,	55.4421
_ch0_neuron0,	55.4559
_ch0_neuron0,	55.4595
_ch0_neuron0,	55.4647
_ch0_neuron0,	55.4842
_ch0_neuron0,	55.4966
_ch0_neuron0,	55.4985
_ch0_neuron0,	55.5082
_ch0_neuron0,	55.5110
_ch0_neuron0,	55.5208
_ch0_neuron0,	55.5343
_ch0_neuron0,	55.5393
_ch0_neuron0,	55.5504
_ch0_neuron0,	55.5627
_ch0_neuron0,	55.5643
_ch0_neuron0,	55.5727
_ch0_neuron0,	55.5800
_ch0_neuron0,	55.5818
_ch0_neuron0,	55.5905
_ch0_neuron0,	55.6024
_ch0_neuron0,	55.6057
_ch0_neuron0,	55.6121
_ch0_neuron0,	55.6131
_ch0_neuron0,	55.6227
_ch0_neuron0,	55.6297
_ch0_neuron0,	55.6331
_ch0_neuron0,	55.6505
_ch0_neuron0,	55.6556
_ch0_neuron0,	55.7462
_ch0_neuron0,	55.8220
_ch0_neuron0,	55.8295
_ch0_neuron0,	55.8552
_ch0_neuron0,	55.8665
_ch0_neuron0,	55.8966
_ch0_neuron0,	55.9095
_ch0_neuron0,	55.9810
_ch0_neuron0,	56.1204
_ch0_neuron0,	56.1769
_ch0_neuron0,	56.1882
_ch0_neuron0,	56.2253
_ch0_neuron0,	56.2499
_ch0_neuron0,	56.2514
_ch0_neuron0,	56.2759
_ch0_neuron0,	56.3104
_ch0_neuron0,	56.3298
_ch0_neuron0,	56.3449
_ch0_neuron0,	56.3601
_ch0_neuron0,	56.3612
_ch0_neuron0,	56.3783
_ch0_neuron0,	56.3853
_ch0_neuron0,	56.3941
_ch0_neuron0,	56.4074
_ch0_neuron0,	56.4117
_ch0_neuron0,	56.4184
_ch0_neuron0,	56.4257
_ch0_neuron0,	56.4289
_ch0_neuron0,	56.4479
_ch0_neuron0,	56.4551
_ch0_neuron0,	56.4614
_ch0_neuron0,	56.4676
_ch0_neuron0,	56.4703
_ch0_neuron0,	56.4753
_ch0_neuron0,	56.4791
_ch0_neuron0,	56.4827
_ch0_neuron0,	56.4936
_ch0_neuron0,	56.4973
_ch0_neuron0,	56.5041
_ch0_neuron0,	56.5051
_ch0_neuron0,	56.5138
_ch0_neuron0,	56.5165
_ch0_neuron0,	56.5182
_ch0_neuron0,	56.5245
_ch0_neuron0,	56.5263
_ch0_neuron0,	56.5295
_ch0_neuron0,	56.5365
_ch0_neuron0,	56.8295
_ch0_neuron0,	57.1157
_ch0_neuron0,	61.7961
_ch0_neuron0,	62.1393
_ch0_neuron0,	62.1445
_ch0_neuron0,	62.2427
_ch0_neuron0,	62.2928
_ch0_neuron0,	63.1180
_ch0_neuron0,	63.3987
_ch0_neuron0,	63.6603
_ch0_neuron0,	67.4043
_ch0_neuron0,	69.4724
_ch0_neuron0,	72.5439
_ch0_neuron0,	72.6909
_ch0_neuron0,	74.1346
_ch0_neuron0,	74.3542
_ch0_neuron0,	74.7250
_ch0_neuron0,	74.7987
_ch0_neuron0,	74.8170
_ch0_neuron0,	74.9173
_ch0_neuron0,	75.0361
_ch0_neuron0,	75.0979
_ch0_neuron0,	75.1113
_ch0_neuron0,	75.1124
_ch0_neuron0,	75.1169
_ch0_neuron0,	75.1192
_ch0_neuron0,	75.1217
_ch0_neuron0,	75.1311
_ch0_neuron0,	75.1328
_ch0_neuron0,	75.1383
_ch0_neuron0,	75.1443
_ch0_neuron0,	75.1495
_ch0_neuron0,	75.1505
_ch0_neuron0,	75.1522
_ch0_neuron0,	75.1550
_ch0_neuron0,	75.1651
_ch0_neuron0,	75.1704
_ch0_neuron0,	75.1798
_ch0_neuron0,	75.1895
_ch0_neuron0,	75.1934
_ch0_neuron0,	75.1958
_ch0_neuron0,	75.2028
_ch0_neuron0,	75.2137
_ch0_neuron0,	75.2340
_ch0_neuron0,	75.2352
_ch0_neuron0,	75.2465
_ch0_neuron0,	75.2576
_ch0_neuron0,	75.2632
_ch0_neuron0,	75.2656
_ch0_neuron0,	75.2722
_ch0_neuron0,	75.2881
_ch0_neuron0,	75.3900
_ch0_neuron0,	75.4887
_ch0_neuron0,	75.5253
_ch0_neuron0,	75.6499
_ch0_neuron0,	75.6790
_ch0_neuron0,	75.6812
_ch0_neuron0,	75.6992
_ch0_neuron0,	75.7023
_ch0_neuron0,	75.7338
_ch0_neuron0,	75.7422
_ch0_neuron0,	75.7453
_ch0_neuron0,	75.7562
_ch0_neuron0,	75.7663
_ch0_neuron0,	75.7694
_ch0_neuron0,	75.7778
_ch0_neuron0,	75.7845
_ch0_neuron0,	75.7879
_ch0_neuron0,	75.7994
_ch0_neuron0,	75.8029
_ch0_neuron0,	75.8149
_ch0_neuron0,	75.8323
_ch0_neuron0,	75.8494
_ch0_neuron0,	75.8740
_ch0_neuron0,	75.9495
_ch0_neuron0,	75.9606
_ch0_neuron0,	75.9891
_ch0_neuron0,	75.9990
_ch0_neuron0,	76.0075
_ch0_neuron0,	76.0265
_ch0_neuron0,	76.0436
_ch0_neuron0,	76.0786
_ch0_neuron0,	76.1161
_ch0_neuron0,	76.1401
_ch0_neuron0,	76.3062
_ch0_neuron0,	76.3252
_ch0_neuron0,	76.3346
_ch0_neuron0,	76.3518
_ch0_neuron0,	76.3994
_ch0_neuron0,	76.4187
_ch0_neuron0,	76.4793
_ch0_neuron0,	76.5007
_ch0_neuron0,	76.5301
_ch0_neuron0,	76.5364
_ch0_neuron0,	76.5555
_ch0_neuron0,	76.5800
_ch0_neuron0,	76.5928
_ch0_neuron0,	76.6314
_ch0_neuron0,	76.7494
_ch0_neuron0,	76.7699
_ch0_neuron0,	76.7809
_ch0_neuron0,	76.8543
_ch0_neuron0,	76.8614
_ch0_neuron0,	76.8633
_ch0_neuron0,	76.8735
_ch0_neuron0,	76.8758
_ch0_neuron0,	76.8839
_ch0_neuron0,	76.8878
_ch0_neuron0,	76.8919
_ch0_neuron0,	76.8944
_ch0_neuron0,	76.9048
_ch0_neuron0,	76.9161
_ch0_neuron0,	76.9268
_ch0_neuron0,	76.9315
_ch0_neuron0,	76.9364
_ch0_neuron0,	76.9421
_ch0_neuron0,	76.9520
_ch0_neuron0,	76.9546
_ch0_neuron0,	76.9622
_ch0_neuron0,	76.9663
_ch0_neuron0,	76.9804
_ch0_neuron0,	76.9844
_ch0_neuron0,	76.9938
_ch0_neuron0,	77.0025
_ch0_neuron0,	77.0111
_ch0_neuron0,	77.0173
_ch0_neuron0,	77.0188
_ch0_neuron0,	77.0210
_ch0_neuron0,	77.0264
_ch0_neuron0,	77.0321
_ch0_neuron0,	77.0402
_ch0_neuron0,	77.0634
_ch0_neuron0,	77.5019
_ch0_neuron0,	78.9129
_ch0_neuron0,	80.3358
_ch0_neuron0,	80.3614
_ch0_neuron0,	80.9480
_ch0_neuron0,	81.1460
_ch0_neuron0,	81.6591
_ch0_neuron0,	81.6812
_ch0_neuron0,	82.6575
_ch0_neuron0,	89.4289
_ch0_neuron0,	89.7657
_ch0_neuron0,	93.4273
_ch0_neuron0,	93.5445
_ch0_neuron0,	95.8597
_ch0_neuron0,	96.2813
_ch0_neuron0,	96.5000
_ch0_neuron0,	96.5166
_ch0_neuron0,	96.5261
_ch0_neuron0,	96.5385
_ch0_neuron0,	96.5527
_ch0_neuron0,	96.7146
_ch0_neuron0,	96.7466
_ch0_neuron0,	96.8495
_ch0_neuron0,	96.8786
_ch0_neuron0,	96.8829
_ch0_neuron0,	96.8905
_ch0_neuron0,	96.8994
_ch0_neuron0,	96.9042
_ch0_neuron0,	96.9096
_ch0_neuron0,	96.9135
_ch0_neuron0,	96.9212
_ch0_neuron0,	96.9249
_ch0_neuron0,	96.9290
_ch0_neuron0,	96.9302
_ch0_neuron0,	96.9371
_ch0_neuron0,	96.9458
_ch0_neuron0,	96.9492
_ch0_neuron0,	96.9523
_ch0_neuron0,	96.9538
_ch0_neuron0,	96.9682
_ch0_neuron0,	96.9742
_ch0_neuron0,	96.9761
_ch0_neuron0,	96.9855
_ch0_neuron0,	96.9898
_ch0_neuron0,	96.9944
_ch0_neuron0,	96.9968
_ch0_neuron0,	96.9983
_ch0_neuron0,	97.0022
_ch0_neuron0,	97.0064
_ch0_neuron0,	97.0117
_ch0_neuron0,	97.0213
_ch0_neuron0,	97.0224
_ch0_neuron0,	97.0331
_ch0_neuron0,	97.0381
_ch0_neuron0,	97.0585
_ch0_neuron0,	97.0768
_ch0_neuron0,	97.0992
_ch0_neuron0,	97.1222
_ch0_neuron0,	97.1526
_ch0_neuron0,	97.1895
_ch0_neuron0,	97.2346
_ch0_neuron0,	97.2437
_ch0_neuron0,	97.2743
_ch0_neuron0,	97.3219
_ch0_neuron0,	97.3233
_ch0_neuron0,	97.3817
_ch0_neuron0,	97.4101
_ch0_neuron0,	97.4667
_ch0_neuron0,	97.4955
_ch0_neuron0,	97.5783
_ch0_neuron0,	97.6718
_ch0_neuron0,	97.7446
_ch0_neuron0,	97.7909
_ch0_neuron0,	97.8919
_ch0_neuron0,	97.9841
_ch0_neuron0,	98.0693
_ch0_neuron0,	98.0971
_ch0_neuron0,	98.1899
_ch0_neuron0,	98.5540
_ch0_neuron0,	98.7214
_ch0_neuron0,	98.8003
_ch0_neuron0,	99.4304
_ch0_neuron0,	99.4818
_ch0_neuron0,	99.5083
_ch0_neuron0,	99.5197
_ch0_neuron0,	99.5303
_ch0_neuron0,	99.5479
_ch0_neuron0,	99.5632
_ch0_neuron0,	99.5850
_ch0_neuron0,	99.6213
_ch0_neuron0,	99.6396
_ch0_neuron0,	99.6943
_ch0_neuron0,	99.7181
_ch0_neuron0,	99.7878
_ch0_neuron0,	99.7949
_ch0_neuron0,	99.8829
_ch0_neuron0,	99.9196
_ch0_neuron0,	99.9207
_ch0_neuron0,	100.1037
_ch0_neuron0,	100.1418
_ch0_neuron0,	100.2299
_ch0_neuron0,	100.3329
_ch0_neuron0,	100.7766
_ch0_neuron0,	100.8013
_ch0_neuron0,	100.8220
_ch0_neuron0,	100.8880
_ch0_neuron0,	100.9485
_ch0_neuron0,	100.9648
_ch0_neuron0,	100.9824
_ch0_neuron0,	101.0108
_ch0_neuron0,	101.3020
_ch0_neuron0,	101.3625
_ch0_neuron0,	101.3685
_ch0_neuron0,	101.4491
_ch0_neuron0,	101.4952
_ch0_neuron0,	101.5019
_ch0_neuron0,	101.5077
_ch0_neuron0,	101.5164
_ch0_neuron0,	101.5308
_ch0_neuron0,	101.5381
_ch0_neuron0,	101.6761
_ch0_neuron0,	101.9398
_ch0_neuron0,	102.1962
_ch0_neuron0,	112.9187
_ch0_neuron0,	114.7414
_ch0_neuron0,	116.5333
_ch0_neuron0,	116.5463
_ch0_neuron0,	116.5576
_ch0_neuron0,	116.5603
_ch0_neuron0,	116.5774
_ch0_neuron0,	116.5872
_ch0_neuron0,	116.6048
_ch0_neuron0,	116.6165
_ch0_neuron0,	116.7076
_ch0_neuron0,	116.8134
_ch0_neuron0,	116.8727
_ch0_neuron0,	116.8844
_ch0_neuron0,	116.9220
_ch0_neuron0,	116.9351
_ch0_neuron0,	116.9515
_ch0_neuron0,	116.9652
_ch0_neuron0,	116.9673
_ch0_neuron0,	116.9831
_ch0_neuron0,	116.9863
_ch0_neuron0,	116.9956
_ch0_neuron0,	117.0029
_ch0_neuron0,	117.0102
_ch0_neuron0,	117.0188
_ch0_neuron0,	117.0379
_ch0_neuron0,	117.0577
_ch0_neuron0,	117.0672
_ch0_neuron0,	117.0887
_ch0_neuron0,	117.0955
_ch0_neuron0,	117.1044
_ch0_neuron0,	117.1117
_ch0_neuron0,	117.1142
_ch0_neuron0,	117.1561
_ch0_neuron0,	117.2444
_ch0_neuron0,	117.3245
_ch0_neuron0,	117.3965
_ch0_neuron0,	117.4141
_ch0_neuron0,	117.4167
_ch0_neuron0,	117.4504
_ch0_neuron0,	117.4641
_ch0_neuron0,	117.4780
_ch0_neuron0,	117.4878
_ch0_neuron0,	117.4948
_ch0_neuron0,	117.5032
_ch0_neuron0,	117.5110
_ch0_neuron0,	117.5536
_ch0_neuron0,	117.5586
_ch0_neuron0,	117.5599
_ch0_neuron0,	117.5618
_ch0_neuron0,	117.5664
_ch0_neuron0,	117.5769
_ch0_neuron0,	117.5859
_ch0_neuron0,	117.5949
_ch0_neuron0,	117.6007
_ch0_neuron0,	117.6709
_ch0_neuron0,	117.6721
_ch0_neuron0,	117.6856
_ch0_neuron0,	117.6973
_ch0_neuron0,	117.7093
_ch0_neuron0,	117.7254
_ch0_neuron0,	117.8080
_ch0_neuron0,	117.9236
_ch0_neuron0,	117.9473
_ch0_neuron0,	118.0059
_ch0_neuron0,	118.0517
_ch0_neuron0,	118.0588
_ch0_neuron0,	118.1471
_ch0_neuron0,	118.1865
_ch0_neuron0,	118.2844
_ch0_neuron0,	118.2909
_ch0_neuron0,	118.3879
_ch0_neuron0,	118.4985
_ch0_neuron0,	119.8914
_ch0_neuron0,	119.9238
_ch0_neuron0,	119.9386
_ch0_neuron0,	119.9519
_ch0_neuron0,	119.9638
_ch0_neuron0,	119.9745
_ch0_neuron0,	119.9885
_ch0_neuron0,	120.0029
_ch0_neuron0,	120.3336
_ch0_neuron0,	121.3592
_ch0_neuron0,	123.4912
_ch0_neuron0,	123.8791
_ch0_neuron0,	127.7445
_ch0_neuron0,	130.8153
_ch0_neuron0,	131.8602
_ch0_neuron0,	133.7813
_ch0_neuron0,	136.4642
_ch0_neuron0,	136.4747
_ch0_neuron0,	136.4758
_ch0_neuron0,	136.4794
_ch0_neuron0,	136.4851
_ch0_neuron0,	136.4927
_ch0_neuron0,	136.5034
_ch0_neuron0,	136.5133
_ch0_neuron0,	136.5161
_ch0_neuron0,	136.5267
_ch0_neuron0,	136.6000
_ch0_neuron0,	136.6092
_ch0_neuron0,	136.7581
_ch0_neuron0,	136.7762
_ch0_neuron0,	136.9121
_ch0_neuron0,	136.9171
_ch0_neuron0,	136.9226
_ch0_neuron0,	136.9330
_ch0_neuron0,	136.9350
_ch0_neuron0,	136.9386
_ch0_neuron0,	136.9458
_ch0_neuron0,	136.9567
_ch0_neuron0,	136.9666
_ch0_neuron0,	136.9737
_ch0_neuron0,	136.9769
_ch0_neuron0,	136.9917
_ch0_neuron0,	137.0114
_ch0_neuron0,	137.0154
_ch0_neuron0,	137.0258
_ch0_neuron0,	137.0302
_ch0_neuron0,	137.0555
_ch0_neuron0,	137.0566
_ch0_neuron0,	137.0641
_ch0_neuron0,	137.0733
_ch0_neuron0,	137.0769
_ch0_neuron0,	137.0799
_ch0_neuron0,	137.0965
_ch0_neuron0,	137.1008
_ch0_neuron0,	137.1103
_ch0_neuron0,	137.1132
_ch0_neuron0,	137.1242
_ch0_neuron0,	137.1348
_ch0_neuron0,	137.1523
_ch0_neuron0,	137.1560
_ch0_neuron0,	137.1736
_ch0_neuron0,	137.1932
_ch0_neuron0,	137.2149
_ch0_neuron0,	137.2264
_ch0_neuron0,	137.2427
_ch0_neuron0,	137.2460
_ch0_neuron0,	137.2620
_ch0_neuron0,	137.2653
