# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
_ch0_neuron0,	27.6161
_ch0_neuron0,	27.6199
_ch0_neuron0,	27.6238
_ch0_neuron0,	27.6276
_ch0_neuron0,	27.6357
_ch0_neuron0,	27.6397
_ch0_neuron0,	27.6439
_ch0_neuron0,	27.6481
_ch0_neuron0,	27.6520
_ch0_neuron0,	27.6562
_ch0_neuron0,	27.6604
_ch0_neuron0,	27.6647
_ch0_neuron0,	27.6737
_ch0_neuron0,	27.6792
_ch0_neuron0,	27.7064
_ch0_neuron0,	27.7222
_ch0_neuron0,	27.7365
_ch0_neuron0,	27.7527
_ch0_neuron0,	27.7688
_ch0_neuron0,	27.7889
_ch0_neuron0,	27.8102
_ch0_neuron0,	27.8284
_ch0_neuron0,	27.8455
_ch0_neuron0,	27.8536
_ch0_neuron0,	27.8638
_ch0_neuron0,	27.8715
_ch0_neuron0,	27.8778
_ch0_neuron0,	27.8833
_ch0_neuron0,	27.8880
_ch0_neuron0,	27.8925
_ch0_neuron0,	27.8971
_ch0_neuron0,	27.9013
_ch0_neuron0,	27.9057
_ch0_neuron0,	27.9104
_ch0_neuron0,	27.9148
_ch0_neuron0,	27.9195
_ch0_neuron0,	27.9242
_ch0_neuron0,	27.9291
_ch0_neuron0,	27.9441
_ch0_neuron0,	27.9545
_ch0_neuron0,	27.9596
_ch0_neuron0,	27.9643
_ch0_neuron0,	27.9701
_ch0_neuron0,	27.9755
_ch0_neuron0,	27.9776
_ch0_neuron0,	27.9868
_ch0_neuron0,	27.9927
_ch0_neuron0,	27.9985
_ch0_neuron0,	28.0043
_ch0_neuron0,	28.0105
_ch0_neuron0,	28.0166
_ch0_neuron0,	28.0227
_ch0_neuron0,	28.0247
_ch0_neuron0,	28.0287
_ch0_neuron0,	28.0349
_ch0_neuron0,	28.0408
_ch0_neuron0,	28.0430
_ch0_neuron0,	28.0473
_ch0_neuron0,	28.0538
_ch0_neuron0,	28.0600
_ch0_neuron0,	28.0647
_ch0_neuron0,	28.0665
_ch0_neuron0,	28.0704
_ch0_neuron0,	28.0731
_ch0_neuron0,	28.0788
_ch0_neuron0,	28.0802
_ch0_neuron0,	28.0878
_ch0_neuron0,	28.0950
_ch0_neuron0,	28.1032
_ch0_neuron0,	28.1117
_ch0_neuron0,	28.1201
_ch0_neuron0,	28.1382
_ch0_neuron0,	28.1529
_ch0_neuron0,	28.1611
_ch0_neuron0,	28.1688
_ch0_neuron0,	28.1782
_ch0_neuron0,	28.1865
_ch0_neuron0,	28.1970
_ch0_neuron0,	28.2058
_ch0_neuron0,	28.2156
_ch0_neuron0,	28.2259
_ch0_neuron0,	28.2362
_ch0_neuron0,	28.2382
_ch0_neuron0,	28.2460
_ch0_neuron0,	28.2658
_ch0_neuron0,	28.2744
_ch0_neuron0,	28.2840
_ch0_neuron0,	28.3077
_ch0_neuron0,	28.3281
_ch0_neuron0,	28.3481
_ch0_neuron0,	28.3590
_ch0_neuron0,	28.3750
_ch0_neuron0,	28.3883
_ch0_neuron0,	28.3999
_ch0_neuron0,	28.4012
_ch0_neuron0,	28.4051
_ch0_neuron0,	28.4065
_ch0_neuron0,	28.4131
_ch0_neuron0,	28.4149
_ch0_neuron0,	28.4178
_ch0_neuron0,	28.4209
_ch0_neuron0,	28.4244
_ch0_neuron0,	28.4311
_ch0_neuron0,	28.4341
_ch0_neuron0,	28.4393
_ch0_neuron0,	28.4488
_ch0_neuron0,	28.4500
_ch0_neuron0,	28.4598
_ch0_neuron0,	28.4615
_ch0_neuron0,	28.4663
_ch0_neuron0,	28.4681
_ch0_neuron0,	28.4704
_ch0_neuron0,	28.4799
_ch0_neuron0,	28.5029
_ch0_neuron0,	28.5246
_ch0_neuron0,	28.5276
_ch0_neuron0,	28.5483
_ch0_neuron0,	28.5745
_ch0_neuron0,	28.6186
_ch0_neuron0,	28.6584
_ch0_neuron0,	28.7008
_ch0_neuron0,	28.7247
_ch0_neuron0,	28.7554
_ch0_neuron0,	28.8488
_ch0_neuron0,	28.9112
_ch0_neuron0,	28.9679
_ch0_neuron0,	29.0539
_ch0_neuron0,	29.4649
_ch0_neuron0,	29.7116
_ch0_neuron0,	32.3449
_ch0_neuron0,	40.0326
_ch0_neuron0,	40.0946
_ch0_neuron0,	41.2293
_ch0_neuron0,	42.9941
_ch0_neuron0,	45.1910
_ch0_neuron0,	45.2011
_ch0_neuron0,	45.2044
_ch0_neuron0,	45.2073
_ch0_neuron0,	45.2105
_ch0_neuron0,	45.2139
_ch0_neuron0,	45.2174
_ch0_neuron0,	45.2210
_ch0_neuron0,	45.2248
_ch0_neuron0,	45.2284
_ch0_neuron0,	45.2320
_ch0_neuron0,	45.2356
_ch0_neuron0,	45.2393
_ch0_neuron0,	45.2429
_ch0_neuron0,	45.2468
_ch0_neuron0,	45.2487
_ch0_neuron0,	45.2506
_ch0_neuron0,	45.2547
_ch0_neuron0,	45.2587
_ch0_neuron0,	45.2666
_ch0_neuron0,	45.2707
_ch0_neuron0,	45.2750
_ch0_neuron0,	45.2791
_ch0_neuron0,	45.2834
_ch0_neuron0,	45.2876
_ch0_neuron0,	45.2920
_ch0_neuron0,	45.2964
_ch0_neuron0,	45.3009
_ch0_neuron0,	45.3052
_ch0_neuron0,	45.3098
_ch0_neuron0,	45.3144
_ch0_neuron0,	45.3191
_ch0_neuron0,	45.3238
_ch0_neuron0,	45.3290
_ch0_neuron0,	45.3337
_ch0_neuron0,	45.3385
_ch0_neuron0,	45.3483
_ch0_neuron0,	45.3530
_ch0_neuron0,	45.3581
_ch0_neuron0,	45.3633
_ch0_neuron0,	45.3682
_ch0_neuron0,	45.3733
_ch0_neuron0,	45.3785
_ch0_neuron0,	45.3839
_ch0_neuron0,	45.3894
_ch0_neuron0,	45.3949
_ch0_neuron0,	45.4002
_ch0_neuron0,	45.4056
_ch0_neuron0,	45.4114
_ch0_neuron0,	45.4170
_ch0_neuron0,	45.4230
_ch0_neuron0,	45.4288
_ch0_neuron0,	45.4354
_ch0_neuron0,	45.4413
_ch0_neuron0,	45.4470
_ch0_neuron0,	45.4529
_ch0_neuron0,	45.4593
_ch0_neuron0,	45.4659
_ch0_neuron0,	45.4796
_ch0_neuron0,	45.4868
_ch0_neuron0,	45.4937
_ch0_neuron0,	45.5017
_ch0_neuron0,	45.5100
_ch0_neuron0,	45.5175
_ch0_neuron0,	45.5274
_ch0_neuron0,	45.5384
_ch0_neuron0,	45.5491
_ch0_neuron0,	45.5686
_ch0_neuron0,	45.5773
_ch0_neuron0,	45.5859
_ch0_neuron0,	45.5941
_ch0_neuron0,	45.6028
_ch0_neuron0,	45.6109
_ch0_neuron0,	45.6131
_ch0_neuron0,	45.6167
_ch0_neuron0,	45.6193
_ch0_neuron0,	45.6220
_ch0_neuron0,	45.6238
_ch0_neuron0,	45.6287
_ch0_neuron0,	45.6308
_ch0_neuron0,	45.6360
_ch0_neuron0,	45.6409
_ch0_neuron0,	45.6425
_ch0_neuron0,	45.6466
_ch0_neuron0,	45.6498
_ch0_neuron0,	45.6578
_ch0_neuron0,	45.6652
_ch0_neuron0,	45.6674
_ch0_neuron0,	45.6737
_ch0_neuron0,	45.6758
_ch0_neuron0,	45.6804
_ch0_neuron0,	45.6823
_ch0_neuron0,	45.6866
_ch0_neuron0,	45.6884
_ch0_neuron0,	45.6924
_ch0_neuron0,	45.6987
_ch0_neuron0,	45.7054
_ch0_neuron0,	45.7080
_ch0_neuron0,	45.7098
_ch0_neuron0,	45.7257
_ch0_neuron0,	45.7304
_ch0_neuron0,	45.7381
_ch0_neuron0,	45.7566
_ch0_neuron0,	45.7654
_ch0_neuron0,	45.7693
_ch0_neuron0,	45.7741
_ch0_neuron0,	45.7752
_ch0_neuron0,	45.7773
_ch0_neuron0,	45.7810
_ch0_neuron0,	45.7853
_ch0_neuron0,	45.7958
_ch0_neuron0,	45.7977
_ch0_neuron0,	45.8008
_ch0_neuron0,	45.8025
_ch0_neuron0,	45.8099
_ch0_neuron0,	45.8110
_ch0_neuron0,	45.8122
_ch0_neuron0,	45.8146
_ch0_neuron0,	45.8241
_ch0_neuron0,	45.8530
_ch0_neuron0,	45.8576
_ch0_neuron0,	45.8593
_ch0_neuron0,	45.8608
_ch0_neuron0,	45.8763
_ch0_neuron0,	45.8801
_ch0_neuron0,	45.9034
_ch0_neuron0,	45.9169
_ch0_neuron0,	45.9190
_ch0_neuron0,	45.9522
_ch0_neuron0,	45.9920
_ch0_neuron0,	46.8697
_ch0_neuron0,	48.4863
_ch0_neuron0,	48.9973
_ch0_neuron0,	49.5566
_ch0_neuron0,	50.0543
_ch0_neuron0,	57.3897
_ch0_neuron0,	59.8429
_ch0_neuron0,	59.8634
_ch0_neuron0,	59.8702
_ch0_neuron0,	59.8900
_ch0_neuron0,	59.9336
_ch0_neuron0,	59.9361
_ch0_neuron0,	59.9793
_ch0_neuron0,	60.7026
_ch0_neuron0,	60.8529
_ch0_neuron0,	61.9036
_ch0_neuron0,	62.3780
_ch0_neuron0,	62.6370
_ch0_neuron0,	64.2417
_ch0_neuron0,	65.2426
_ch0_neuron0,	65.8180
_ch0_neuron0,	65.8213
_ch0_neuron0,	65.8247
_ch0_neuron0,	65.8284
_ch0_neuron0,	65.8319
_ch0_neuron0,	65.8352
_ch0_neuron0,	65.8387
_ch0_neuron0,	65.8457
_ch0_neuron0,	65.8495
_ch0_neuron0,	65.8533
_ch0_neuron0,	65.8571
_ch0_neuron0,	65.8611
_ch0_neuron0,	65.8689
_ch0_neuron0,	65.8711
_ch0_neuron0,	65.8730
_ch0_neuron0,	65.8855
_ch0_neuron0,	65.8898
_ch0_neuron0,	65.8940
_ch0_neuron0,	65.8983
_ch0_neuron0,	65.9000
_ch0_neuron0,	65.9024
_ch0_neuron0,	65.9043
_ch0_neuron0,	65.9065
_ch0_neuron0,	65.9076
_ch0_neuron0,	65.9087
_ch0_neuron0,	65.9112
_ch0_neuron0,	65.9124
_ch0_neuron0,	65.9151
_ch0_neuron0,	65.9195
_ch0_neuron0,	65.9238
_ch0_neuron0,	65.9281
_ch0_neuron0,	65.9324
_ch0_neuron0,	65.9371
_ch0_neuron0,	65.9382
_ch0_neuron0,	65.9412
_ch0_neuron0,	65.9456
_ch0_neuron0,	65.9505
_ch0_neuron0,	65.9525
_ch0_neuron0,	65.9546
_ch0_neuron0,	65.9598
_ch0_neuron0,	65.9645
_ch0_neuron0,	65.9693
_ch0_neuron0,	65.9739
_ch0_neuron0,	65.9755
_ch0_neuron0,	65.9788
_ch0_neuron0,	65.9837
_ch0_neuron0,	65.9888
_ch0_neuron0,	65.9907
_ch0_neuron0,	65.9936
_ch0_neuron0,	66.0038
_ch0_neuron0,	66.0091
_ch0_neuron0,	66.0144
_ch0_neuron0,	66.0198
_ch0_neuron0,	66.0231
_ch0_neuron0,	66.0254
_ch0_neuron0,	66.0366
_ch0_neuron0,	66.0426
_ch0_neuron0,	66.0487
_ch0_neuron0,	66.0543
_ch0_neuron0,	66.0602
_ch0_neuron0,	66.0667
_ch0_neuron0,	66.0729
_ch0_neuron0,	66.0795
_ch0_neuron0,	66.0865
_ch0_neuron0,	66.0931
_ch0_neuron0,	66.1071
_ch0_neuron0,	66.1088
_ch0_neuron0,	66.1149
_ch0_neuron0,	66.1299
_ch0_neuron0,	66.1364
_ch0_neuron0,	66.1443
_ch0_neuron0,	66.1515
_ch0_neuron0,	66.1616
_ch0_neuron0,	66.1756
_ch0_neuron0,	66.1833
_ch0_neuron0,	66.1979
_ch0_neuron0,	66.2190
_ch0_neuron0,	66.2282
_ch0_neuron0,	66.2429
_ch0_neuron0,	66.2603
_ch0_neuron0,	66.2854
_ch0_neuron0,	66.3105
_ch0_neuron0,	66.3369
_ch0_neuron0,	66.3388
_ch0_neuron0,	66.3464
_ch0_neuron0,	66.3817
_ch0_neuron0,	66.4150
_ch0_neuron0,	66.4483
_ch0_neuron0,	66.4739
_ch0_neuron0,	66.5619
_ch0_neuron0,	66.6401
_ch0_neuron0,	66.6802
_ch0_neuron0,	67.6391
_ch0_neuron0,	68.0236
_ch0_neuron0,	69.0359
_ch0_neuron0,	75.0527
_ch0_neuron0,	75.8055
_ch0_neuron0,	76.5587
_ch0_neuron0,	78.4489
_ch0_neuron0,	78.4656
_ch0_neuron0,	78.5155
_ch0_neuron0,	78.5179
_ch0_neuron0,	79.5126
_ch0_neuron0,	79.6391
_ch0_neuron0,	80.0836
_ch0_neuron0,	80.3788
_ch0_neuron0,	80.5912
_ch0_neuron0,	81.7390
_ch0_neuron0,	81.8053
_ch0_neuron0,	82.2406
_ch0_neuron0,	83.5895
_ch0_neuron0,	83.5981
_ch0_neuron0,	84.1700
_ch0_neuron0,	84.2541
_ch0_neuron0,	84.2779
_ch0_neuron0,	85.0467
_ch0_neuron0,	85.2392
_ch0_neuron0,	85.5561
_ch0_neuron0,	85.5606
_ch0_neuron0,	85.5645
_ch0_neuron0,	85.5680
_ch0_neuron0,	85.5715
_ch0_neuron0,	85.5752
_ch0_neuron0,	85.5787
_ch0_neuron0,	85.5821
_ch0_neuron0,	85.5856
_ch0_neuron0,	85.5891
_ch0_neuron0,	85.5929
_ch0_neuron0,	85.5964
_ch0_neuron0,	85.5981
_ch0_neuron0,	85.6000
_ch0_neuron0,	85.6056
_ch0_neuron0,	85.6076
_ch0_neuron0,	85.6093
_ch0_neuron0,	85.6116
_ch0_neuron0,	85.6155
_ch0_neuron0,	85.6173
_ch0_neuron0,	85.6193
_ch0_neuron0,	85.6235
_ch0_neuron0,	85.6246
_ch0_neuron0,	85.6274
_ch0_neuron0,	85.6298
_ch0_neuron0,	85.6314
_ch0_neuron0,	85.6375
_ch0_neuron0,	85.6396
_ch0_neuron0,	85.6439
_ch0_neuron0,	85.6481
_ch0_neuron0,	85.6523
_ch0_neuron0,	85.6566
_ch0_neuron0,	85.6609
_ch0_neuron0,	85.6655
_ch0_neuron0,	85.6699
_ch0_neuron0,	85.6792
_ch0_neuron0,	85.6838
_ch0_neuron0,	85.6884
_ch0_neuron0,	85.6930
_ch0_neuron0,	85.6979
_ch0_neuron0,	85.7028
_ch0_neuron0,	85.7079
_ch0_neuron0,	85.7127
_ch0_neuron0,	85.7178
_ch0_neuron0,	85.7230
_ch0_neuron0,	85.7285
_ch0_neuron0,	85.7390
_ch0_neuron0,	85.7443
_ch0_neuron0,	85.7462
_ch0_neuron0,	85.7547
_ch0_neuron0,	85.7568
_ch0_neuron0,	85.7603
_ch0_neuron0,	85.7660
_ch0_neuron0,	85.7715
_ch0_neuron0,	85.7776
_ch0_neuron0,	85.7834
_ch0_neuron0,	85.7890
_ch0_neuron0,	85.7952
_ch0_neuron0,	85.8012
_ch0_neuron0,	85.8075
_ch0_neuron0,	85.8139
_ch0_neuron0,	85.8202
_ch0_neuron0,	85.8266
_ch0_neuron0,	85.8332
_ch0_neuron0,	85.8401
_ch0_neuron0,	85.8472
_ch0_neuron0,	85.8545
_ch0_neuron0,	85.8615
_ch0_neuron0,	85.8688
_ch0_neuron0,	85.8758
_ch0_neuron0,	85.8833
_ch0_neuron0,	85.8913
_ch0_neuron0,	85.8980
_ch0_neuron0,	85.9070
_ch0_neuron0,	85.9088
_ch0_neuron0,	85.9184
_ch0_neuron0,	85.9254
_ch0_neuron0,	85.9331
_ch0_neuron0,	85.9446
_ch0_neuron0,	85.9534
_ch0_neuron0,	85.9633
_ch0_neuron0,	85.9671
_ch0_neuron0,	85.9719
_ch0_neuron0,	85.9740
_ch0_neuron0,	85.9847
_ch0_neuron0,	85.9892
_ch0_neuron0,	85.9916
_ch0_neuron0,	85.9964
_ch0_neuron0,	85.9978
_ch0_neuron0,	86.0009
_ch0_neuron0,	86.0064
_ch0_neuron0,	86.0109
_ch0_neuron0,	86.0154
_ch0_neuron0,	86.0170
_ch0_neuron0,	86.0184
_ch0_neuron0,	86.0223
_ch0_neuron0,	86.0238
_ch0_neuron0,	86.0257
_ch0_neuron0,	86.0323
_ch0_neuron0,	86.0403
_ch0_neuron0,	86.0415
_ch0_neuron0,	86.0432
_ch0_neuron0,	86.0448
_ch0_neuron0,	86.0474
_ch0_neuron0,	86.0515
_ch0_neuron0,	86.0552
_ch0_neuron0,	86.0578
_ch0_neuron0,	86.0596
_ch0_neuron0,	86.0626
_ch0_neuron0,	86.0650
_ch0_neuron0,	86.0685
_ch0_neuron0,	86.0843
_ch0_neuron0,	86.0963
_ch0_neuron0,	86.1028
_ch0_neuron0,	86.1046
_ch0_neuron0,	86.1126
_ch0_neuron0,	86.1193
_ch0_neuron0,	86.1225
_ch0_neuron0,	86.1250
_ch0_neuron0,	86.1308
_ch0_neuron0,	86.1348
_ch0_neuron0,	86.1465
_ch0_neuron0,	86.1737
_ch0_neuron0,	86.1773
_ch0_neuron0,	86.1804
_ch0_neuron0,	86.1846
_ch0_neuron0,	86.1884
_ch0_neuron0,	86.2066
_ch0_neuron0,	86.2238
_ch0_neuron0,	86.2277
_ch0_neuron0,	86.2357
_ch0_neuron0,	86.2420
_ch0_neuron0,	86.2444
_ch0_neuron0,	86.2524
_ch0_neuron0,	86.2868
_ch0_neuron0,	86.2886
_ch0_neuron0,	86.2906
_ch0_neuron0,	86.2959
_ch0_neuron0,	86.2978
_ch0_neuron0,	86.3182
_ch0_neuron0,	86.3361
_ch0_neuron0,	86.3562
_ch0_neuron0,	86.3612
_ch0_neuron0,	86.3862
_ch0_neuron0,	86.4390
_ch0_neuron0,	87.7241
_ch0_neuron0,	87.8801
_ch0_neuron0,	89.3305
_ch0_neuron0,	90.0734
_ch0_neuron0,	90.5724
_ch0_neuron0,	95.4074
_ch0_neuron0,	97.5918
_ch0_neuron0,	98.3636
_ch0_neuron0,	99.4874
_ch0_neuron0,	99.5992
_ch0_neuron0,	99.6169
_ch0_neuron0,	99.6236
_ch0_neuron0,	99.6379
_ch0_neuron0,	99.6457
_ch0_neuron0,	99.6695
_ch0_neuron0,	99.6786
_ch0_neuron0,	99.6804
_ch0_neuron0,	99.7266
_ch0_neuron0,	99.7424
_ch0_neuron0,	99.7520
_ch0_neuron0,	99.7785
_ch0_neuron0,	99.8649
_ch0_neuron0,	100.0086
_ch0_neuron0,	100.0160
_ch0_neuron0,	100.0310
_ch0_neuron0,	100.0502
_ch0_neuron0,	100.0953
_ch0_neuron0,	100.1558
_ch0_neuron0,	100.1948
_ch0_neuron0,	100.7304
_ch0_neuron0,	100.8368
_ch0_neuron0,	100.8997
_ch0_neuron0,	100.9415
_ch0_neuron0,	101.0273
_ch0_neuron0,	101.0732
_ch0_neuron0,	101.2578
_ch0_neuron0,	101.2903
_ch0_neuron0,	101.4634
_ch0_neuron0,	101.6990
_ch0_neuron0,	101.7549
_neuron0threshhig10198,	0.0000
_neuron0threshlow2845,	0.0000
