# Marker IDs can be arbitrary strings.
# Marker ID,	Time (in s)
_ch0_neuron0,	6.8189
_ch0_neuron0,	6.8742
_ch0_neuron0,	6.8826
_ch0_neuron0,	6.8900
_ch0_neuron0,	6.9044
_ch0_neuron0,	6.9164
_ch0_neuron0,	6.9426
_ch0_neuron0,	6.9533
_ch0_neuron0,	6.9765
_ch0_neuron0,	6.9848
_ch0_neuron0,	6.9862
_ch0_neuron0,	7.0081
_ch0_neuron0,	7.0175
_ch0_neuron0,	7.0517
_ch0_neuron0,	7.0719
_ch0_neuron0,	7.0839
_ch0_neuron0,	7.0924
_ch0_neuron0,	7.1136
_ch0_neuron0,	7.1213
_ch0_neuron0,	7.1394
_ch0_neuron0,	7.1479
_ch0_neuron0,	7.1707
_ch0_neuron0,	7.1876
_ch0_neuron0,	7.2336
_ch0_neuron0,	7.2746
_ch0_neuron0,	7.2847
_ch0_neuron0,	7.3081
_ch0_neuron0,	7.3263
_ch0_neuron0,	7.3412
_ch0_neuron0,	7.3529
_ch0_neuron0,	7.3762
_ch0_neuron0,	7.4211
_ch0_neuron0,	7.4455
_ch0_neuron0,	7.4526
_ch0_neuron0,	7.4675
_ch0_neuron0,	7.4757
_ch0_neuron0,	7.5378
_ch0_neuron0,	7.5658
_ch0_neuron0,	7.5828
_ch0_neuron0,	7.5918
_ch0_neuron0,	7.6075
_ch0_neuron0,	7.6564
_ch0_neuron0,	7.6719
_ch0_neuron0,	7.7020
_ch0_neuron0,	7.7126
_ch0_neuron0,	7.7331
_ch0_neuron0,	7.7437
_ch0_neuron0,	7.7627
_ch0_neuron0,	7.7846
_ch0_neuron0,	7.8205
_ch0_neuron0,	7.8922
_ch0_neuron0,	7.9028
_ch0_neuron0,	7.9125
_ch0_neuron0,	7.9322
_ch0_neuron0,	7.9500
_ch0_neuron0,	7.9773
_ch0_neuron0,	8.0000
_ch0_neuron0,	8.0329
_ch0_neuron0,	8.0434
_ch0_neuron0,	8.0575
_ch0_neuron0,	8.0837
_ch0_neuron0,	8.1088
_ch0_neuron0,	8.1594
_ch0_neuron0,	8.1664
_ch0_neuron0,	8.1756
_ch0_neuron0,	8.1870
_ch0_neuron0,	8.2070
_ch0_neuron0,	8.2154
_ch0_neuron0,	8.2421
_ch0_neuron0,	8.2524
_ch0_neuron0,	8.2954
_ch0_neuron0,	8.3207
_ch0_neuron0,	8.3325
_ch0_neuron0,	8.3615
_ch0_neuron0,	8.3698
_ch0_neuron0,	8.3929
_ch0_neuron0,	8.4152
_ch0_neuron0,	8.4217
_ch0_neuron0,	8.4363
_ch0_neuron0,	8.4493
_ch0_neuron0,	8.5064
_ch0_neuron0,	8.5207
_ch0_neuron0,	8.5404
_ch0_neuron0,	8.5552
_ch0_neuron0,	8.6081
_ch0_neuron0,	8.6700
_ch0_neuron0,	8.6898
_ch0_neuron0,	8.7090
_ch0_neuron0,	8.7233
_ch0_neuron0,	8.7332
_ch0_neuron0,	8.7535
_ch0_neuron0,	8.7650
_ch0_neuron0,	8.8485
_ch0_neuron0,	8.8621
_ch0_neuron0,	8.8757
_ch0_neuron0,	8.9043
_ch0_neuron0,	8.9114
_ch0_neuron0,	8.9422
_ch0_neuron0,	8.9497
_ch0_neuron0,	8.9629
_ch0_neuron0,	9.0520
_ch0_neuron0,	9.0788
_ch0_neuron0,	9.0875
_ch0_neuron0,	9.1373
_ch0_neuron0,	9.1573
_ch0_neuron0,	9.1749
_ch0_neuron0,	9.1836
_ch0_neuron0,	9.2014
_ch0_neuron0,	9.2172
_ch0_neuron0,	9.2298
_ch0_neuron0,	9.2499
_ch0_neuron0,	9.2776
_ch0_neuron0,	9.2849
_ch0_neuron0,	9.3001
_ch0_neuron0,	9.3594
_ch0_neuron0,	9.3652
_ch0_neuron0,	9.3829
_ch0_neuron0,	9.3916
_ch0_neuron0,	9.4506
_ch0_neuron0,	9.4811
_ch0_neuron0,	9.5027
_ch0_neuron0,	9.5270
_ch0_neuron0,	9.6391
_ch0_neuron0,	9.6657
_ch0_neuron0,	9.7022
_ch0_neuron0,	9.7122
_ch0_neuron0,	9.7233
_ch0_neuron0,	9.7691
_ch0_neuron0,	9.7754
_ch0_neuron0,	9.7836
_ch0_neuron0,	9.8474
_ch0_neuron0,	9.8527
_ch0_neuron0,	9.8724
_ch0_neuron0,	9.9214
_ch0_neuron0,	9.9336
_ch0_neuron0,	10.0046
_ch0_neuron0,	10.0137
_ch0_neuron0,	10.0760
_ch0_neuron0,	10.0922
_ch0_neuron0,	10.1100
_ch0_neuron0,	10.1640
_ch0_neuron0,	10.1699
_ch0_neuron0,	10.1794
_ch0_neuron0,	10.1929
_ch0_neuron0,	10.2387
_ch0_neuron0,	10.2497
_ch0_neuron0,	10.2728
_ch0_neuron0,	10.2850
_ch0_neuron0,	10.3767
_ch0_neuron0,	10.3846
_ch0_neuron0,	10.3940
_ch0_neuron0,	10.4070
_ch0_neuron0,	10.4202
_ch0_neuron0,	10.4337
_ch0_neuron0,	10.5297
_ch0_neuron0,	10.5351
_ch0_neuron0,	10.5427
_ch0_neuron0,	10.5713
_ch0_neuron0,	10.5874
_ch0_neuron0,	10.6041
_ch0_neuron0,	10.6716
_ch0_neuron0,	10.6781
_ch0_neuron0,	10.6849
_ch0_neuron0,	10.7242
_ch0_neuron0,	10.7315
_ch0_neuron0,	10.7588
_ch0_neuron0,	10.7730
_ch0_neuron0,	10.7836
_ch0_neuron0,	10.8226
_ch0_neuron0,	10.9132
_ch0_neuron0,	10.9205
_ch0_neuron0,	10.9471
_ch0_neuron0,	10.9586
_ch0_neuron0,	10.9727
_ch0_neuron0,	11.0720
_ch0_neuron0,	11.0778
_ch0_neuron0,	11.0861
_ch0_neuron0,	11.1101
_ch0_neuron0,	11.1225
_ch0_neuron0,	11.2068
_ch0_neuron0,	11.2148
_ch0_neuron0,	11.2656
_ch0_neuron0,	11.2824
_ch0_neuron0,	11.3005
_ch0_neuron0,	11.3546
_ch0_neuron0,	11.3700
_ch0_neuron0,	11.3805
_ch0_neuron0,	11.3963
_ch0_neuron0,	11.4910
_ch0_neuron0,	11.4972
_ch0_neuron0,	11.5061
_ch0_neuron0,	11.5178
_ch0_neuron0,	11.5639
_ch0_neuron0,	11.5709
_ch0_neuron0,	11.5724
_ch0_neuron0,	11.5927
_ch0_neuron0,	11.6040
_ch0_neuron0,	11.6253
_ch0_neuron0,	11.7263
_ch0_neuron0,	11.7313
_ch0_neuron0,	11.7565
_ch0_neuron0,	11.7727
_ch0_neuron0,	11.8002
_ch0_neuron0,	11.8540
_ch0_neuron0,	11.8621
_ch0_neuron0,	11.8755
_ch0_neuron0,	11.8849
_ch0_neuron0,	11.9198
_ch0_neuron0,	11.9275
_ch0_neuron0,	12.0183
_ch0_neuron0,	12.0243
_ch0_neuron0,	12.0342
_ch0_neuron0,	12.0712
_ch0_neuron0,	12.0850
_ch0_neuron0,	12.1030
_ch0_neuron0,	12.1811
_ch0_neuron0,	12.1868
_ch0_neuron0,	12.1938
_ch0_neuron0,	12.2145
_ch0_neuron0,	12.2245
_ch0_neuron0,	12.2444
_ch0_neuron0,	12.2597
_ch0_neuron0,	12.3430
_ch0_neuron0,	12.3490
_ch0_neuron0,	12.3587
_ch0_neuron0,	12.3714
_ch0_neuron0,	12.3816
_ch0_neuron0,	12.4437
_ch0_neuron0,	12.4510
_ch0_neuron0,	12.4653
_ch0_neuron0,	12.4781
_ch0_neuron0,	12.4901
_ch0_neuron0,	12.6061
_ch0_neuron0,	12.6189
_ch0_neuron0,	12.6536
_ch0_neuron0,	12.6549
_ch0_neuron0,	12.6720
_ch0_neuron0,	12.7057
_ch0_neuron0,	12.7998
_ch0_neuron0,	12.8060
_ch0_neuron0,	12.8168
_ch0_neuron0,	12.8324
_ch0_neuron0,	12.8442
_ch0_neuron0,	12.8563
_ch0_neuron0,	12.9334
_ch0_neuron0,	12.9357
_ch0_neuron0,	12.9425
_ch0_neuron0,	12.9546
_ch0_neuron0,	12.9707
_ch0_neuron0,	12.9846
_ch0_neuron0,	13.0706
_ch0_neuron0,	13.0766
_ch0_neuron0,	13.0896
_ch0_neuron0,	13.1005
_ch0_neuron0,	13.1855
_ch0_neuron0,	13.2098
_ch0_neuron0,	13.2267
_ch0_neuron0,	13.3005
_ch0_neuron0,	13.3411
_ch0_neuron0,	13.3464
_ch0_neuron0,	13.3566
_ch0_neuron0,	13.3684
_ch0_neuron0,	13.3789
_ch0_neuron0,	13.4290
_ch0_neuron0,	13.4356
_ch0_neuron0,	13.4680
_ch0_neuron0,	13.4822
_ch0_neuron0,	13.4929
_ch0_neuron0,	13.6126
_ch0_neuron0,	13.6182
_ch0_neuron0,	13.6281
_ch0_neuron0,	13.6500
_ch0_neuron0,	13.6918
_ch0_neuron0,	13.7262
_ch0_neuron0,	13.7378
_ch0_neuron0,	13.8134
_ch0_neuron0,	13.8192
_ch0_neuron0,	13.8525
_ch0_neuron0,	13.8732
_ch0_neuron0,	13.9237
_ch0_neuron0,	13.9256
_ch0_neuron0,	13.9295
_ch0_neuron0,	13.9522
_ch0_neuron0,	13.9627
_ch0_neuron0,	14.0113
_ch0_neuron0,	14.0291
_ch0_neuron0,	14.0348
_ch0_neuron0,	14.0467
_ch0_neuron0,	14.0681
_ch0_neuron0,	14.0874
_ch0_neuron0,	14.1601
_ch0_neuron0,	14.1658
_ch0_neuron0,	14.1761
_ch0_neuron0,	14.1915
_ch0_neuron0,	14.2047
_ch0_neuron0,	14.2193
_ch0_neuron0,	14.3188
_ch0_neuron0,	14.3298
_ch0_neuron0,	14.4116
_ch0_neuron0,	14.4250
_ch0_neuron0,	14.4352
_ch0_neuron0,	14.5742
_ch0_neuron0,	14.5930
_ch0_neuron0,	14.6264
_ch0_neuron0,	14.6324
_ch0_neuron0,	14.6722
_ch0_neuron0,	14.6791
_ch0_neuron0,	14.7990
_ch0_neuron0,	14.8042
_ch0_neuron0,	14.8131
_ch0_neuron0,	14.9262
_ch0_neuron0,	14.9394
_ch0_neuron0,	14.9504
_ch0_neuron0,	14.9602
_ch0_neuron0,	15.0224
_ch0_neuron0,	15.0342
_ch0_neuron0,	15.0399
_ch0_neuron0,	15.0551
_ch0_neuron0,	15.0640
_ch0_neuron0,	15.0800
_ch0_neuron0,	15.0927
_ch0_neuron0,	15.2078
_ch0_neuron0,	15.2143
_ch0_neuron0,	15.2221
_ch0_neuron0,	15.2437
_ch0_neuron0,	15.2535
_ch0_neuron0,	15.2711
_ch0_neuron0,	15.2827
_ch0_neuron0,	15.3025
_ch0_neuron0,	15.4306
_ch0_neuron0,	15.4359
_ch0_neuron0,	15.4431
_ch0_neuron0,	15.4603
_ch0_neuron0,	15.4698
_ch0_neuron0,	15.4885
_ch0_neuron0,	15.6241
_ch0_neuron0,	15.6411
_ch0_neuron0,	15.6545
_ch0_neuron0,	15.6785
_ch0_neuron0,	15.7057
_ch0_neuron0,	15.7174
_ch0_neuron0,	15.8155
_ch0_neuron0,	15.8210
_ch0_neuron0,	15.8295
_ch0_neuron0,	15.8486
_ch0_neuron0,	15.9616
_ch0_neuron0,	15.9676
_ch0_neuron0,	15.9794
_ch0_neuron0,	15.9924
_ch0_neuron0,	16.0908
_ch0_neuron0,	16.0967
_ch0_neuron0,	16.1040
_ch0_neuron0,	16.1139
_ch0_neuron0,	16.1487
_ch0_neuron0,	16.1583
_ch0_neuron0,	16.1818
_ch0_neuron0,	16.2048
_ch0_neuron0,	16.2950
_ch0_neuron0,	16.3009
_ch0_neuron0,	16.3109
_ch0_neuron0,	16.3830
_ch0_neuron0,	16.3884
_ch0_neuron0,	16.4020
_ch0_neuron0,	16.4944
_ch0_neuron0,	16.5182
_ch0_neuron0,	16.5295
_ch0_neuron0,	16.6822
_ch0_neuron0,	16.6873
_ch0_neuron0,	16.6972
_ch0_neuron0,	16.7068
_ch0_neuron0,	16.7196
_ch0_neuron0,	16.7331
_ch0_neuron0,	16.7956
_ch0_neuron0,	16.8023
_ch0_neuron0,	16.9257
_ch0_neuron0,	16.9315
_ch0_neuron0,	16.9401
_ch0_neuron0,	16.9623
_ch0_neuron0,	16.9721
_ch0_neuron0,	16.9844
_ch0_neuron0,	17.1181
_ch0_neuron0,	17.1264
_ch0_neuron0,	17.1389
_ch0_neuron0,	17.1631
_ch0_neuron0,	17.2081
_ch0_neuron0,	17.2183
_ch0_neuron0,	17.3542
_ch0_neuron0,	17.3594
_ch0_neuron0,	17.3670
_ch0_neuron0,	17.3763
_ch0_neuron0,	17.3874
_ch0_neuron0,	17.5573
_ch0_neuron0,	17.5596
_ch0_neuron0,	17.5620
_ch0_neuron0,	17.5693
_ch0_neuron0,	17.5837
_ch0_neuron0,	17.5932
_ch0_neuron0,	17.7313
_ch0_neuron0,	17.7362
_ch0_neuron0,	17.7486
_ch0_neuron0,	17.7575
_ch0_neuron0,	17.7861
_ch0_neuron0,	17.8806
_ch0_neuron0,	17.9000
_ch0_neuron0,	17.9145
_ch0_neuron0,	18.0106
_ch0_neuron0,	18.0416
_ch0_neuron0,	18.0466
_ch0_neuron0,	18.0552
_ch0_neuron0,	18.0665
_ch0_neuron0,	18.0938
_ch0_neuron0,	18.1088
_ch0_neuron0,	18.2265
_ch0_neuron0,	18.2342
_ch0_neuron0,	18.2634
_ch0_neuron0,	18.4271
_ch0_neuron0,	18.4412
_ch0_neuron0,	18.4542
_ch0_neuron0,	18.4636
_ch0_neuron0,	18.4808
_ch0_neuron0,	18.4962
_ch0_neuron0,	18.6683
_ch0_neuron0,	18.6737
_ch0_neuron0,	18.6809
_ch0_neuron0,	18.6936
_ch0_neuron0,	18.7063
_ch0_neuron0,	18.7956
_ch0_neuron0,	18.8015
_ch0_neuron0,	18.8116
_ch0_neuron0,	18.8198
_ch0_neuron0,	18.8318
_ch0_neuron0,	18.8461
_ch0_neuron0,	18.9659
_ch0_neuron0,	18.9825
_ch0_neuron0,	18.9923
_ch0_neuron0,	19.0414
_ch0_neuron0,	19.1441
_ch0_neuron0,	19.1562
_ch0_neuron0,	19.1650
_ch0_neuron0,	19.1745
_ch0_neuron0,	19.2821
_ch0_neuron0,	19.2884
_ch0_neuron0,	19.2980
_ch0_neuron0,	19.3098
_ch0_neuron0,	19.3510
_ch0_neuron0,	19.3621
_ch0_neuron0,	19.5495
_ch0_neuron0,	19.5615
_ch0_neuron0,	19.5745
_ch0_neuron0,	19.5852
_ch0_neuron0,	19.5973
_ch0_neuron0,	19.6082
_ch0_neuron0,	19.7099
_ch0_neuron0,	19.7148
_ch0_neuron0,	19.7256
_ch0_neuron0,	19.7395
_ch0_neuron0,	19.7565
_ch0_neuron0,	19.8863
_ch0_neuron0,	19.8915
_ch0_neuron0,	19.9529
_ch0_neuron0,	19.9655
_ch0_neuron0,	19.9827
_ch0_neuron0,	20.1204
_ch0_neuron0,	20.1263
_ch0_neuron0,	20.1399
_ch0_neuron0,	20.1507
_ch0_neuron0,	20.2540
_ch0_neuron0,	20.3872
_ch0_neuron0,	20.3898
_ch0_neuron0,	20.7551
_ch0_neuron0,	20.8391
_ch0_neuron0,	20.9868
_ch0_neuron0,	21.3446
_ch0_neuron0,	21.8706
_ch0_neuron0,	22.1226
_ch0_neuron0,	22.1764
_ch0_neuron0,	22.2804
_ch0_neuron0,	22.8396
_ch0_neuron0,	22.9780
_ch0_neuron0,	23.4928
_ch0_neuron0,	23.6243
_ch0_neuron0,	23.8312
_ch0_neuron0,	23.9899
_ch0_neuron0,	24.1274
_ch0_neuron0,	24.2047
_ch0_neuron0,	24.8922
_ch0_neuron0,	24.9773
_ch0_neuron0,	25.1430
_ch0_neuron0,	25.1578
_ch0_neuron0,	25.2380
_ch0_neuron0,	25.3758
_ch0_neuron0,	25.6829
_ch0_neuron0,	26.0390
_ch0_neuron0,	26.0760
_ch0_neuron0,	26.1462
_ch0_neuron0,	26.1475
_ch0_neuron0,	26.1501
_ch0_neuron0,	26.1520
_ch0_neuron0,	26.1584
_ch0_neuron0,	26.1666
_ch0_neuron0,	26.1751
_ch0_neuron0,	26.1853
_ch0_neuron0,	26.2016
_ch0_neuron0,	26.2913
_ch0_neuron0,	26.4472
_ch0_neuron0,	26.4937
_ch0_neuron0,	26.5757
_ch0_neuron0,	26.6672
_ch0_neuron0,	26.7468
_ch0_neuron0,	26.9065
_ch0_neuron0,	26.9443
_ch0_neuron0,	27.3727
_ch0_neuron0,	27.4455
_ch0_neuron0,	27.5132
_ch0_neuron0,	27.8021
_ch0_neuron0,	27.8153
_ch0_neuron0,	27.8228
_ch0_neuron0,	27.8427
_ch0_neuron0,	27.8537
_ch0_neuron0,	28.0207
_ch0_neuron0,	28.0270
_ch0_neuron0,	28.2822
_ch0_neuron0,	28.2871
_ch0_neuron0,	28.2946
_ch0_neuron0,	28.3064
_ch0_neuron0,	28.3169
_ch0_neuron0,	28.6314
_ch0_neuron0,	28.6371
_ch0_neuron0,	28.6455
_ch0_neuron0,	28.6599
_ch0_neuron0,	28.7127
_ch0_neuron0,	28.8121
_ch0_neuron0,	28.8177
_ch0_neuron0,	28.8356
_ch0_neuron0,	28.8744
_ch0_neuron0,	28.9890
_ch0_neuron0,	28.9961
_ch0_neuron0,	29.0017
_ch0_neuron0,	29.0116
_ch0_neuron0,	29.0233
_ch0_neuron0,	29.0370
_ch0_neuron0,	29.0952
_ch0_neuron0,	29.1687
_ch0_neuron0,	29.1748
_ch0_neuron0,	29.1832
_ch0_neuron0,	29.1966
_ch0_neuron0,	29.2061
_ch0_neuron0,	29.2085
_ch0_neuron0,	29.3616
_ch0_neuron0,	29.3692
_ch0_neuron0,	29.5246
_ch0_neuron0,	29.6391
_ch0_neuron0,	29.6570
_ch0_neuron0,	29.6682
_ch0_neuron0,	29.7668
_ch0_neuron0,	29.9795
_ch0_neuron0,	29.9847
_ch0_neuron0,	29.9931
_ch0_neuron0,	30.0196
_ch0_neuron0,	30.0302
_ch0_neuron0,	30.2477
_ch0_neuron0,	30.3312
_ch0_neuron0,	30.3662
_ch0_neuron0,	30.3716
_ch0_neuron0,	30.3813
_ch0_neuron0,	30.7029
_ch0_neuron0,	30.7085
_ch0_neuron0,	30.7211
_ch0_neuron0,	30.7317
_ch0_neuron0,	30.7420
_ch0_neuron0,	30.9085
_ch0_neuron0,	31.1074
_ch0_neuron0,	31.3573
_ch0_neuron0,	31.3772
_ch0_neuron0,	31.4818
_ch0_neuron0,	31.7349
_ch0_neuron0,	31.7409
_ch0_neuron0,	31.7505
_ch0_neuron0,	31.7607
_ch0_neuron0,	31.9742
_ch0_neuron0,	32.1800
_ch0_neuron0,	32.1910
_ch0_neuron0,	32.1930
_ch0_neuron0,	32.2784
_ch0_neuron0,	32.3173
_ch0_neuron0,	32.3602
_ch0_neuron0,	32.7558
_ch0_neuron0,	32.7827
_ch0_neuron0,	32.8330
_ch0_neuron0,	32.8771
_ch0_neuron0,	32.9896
_ch0_neuron0,	32.9953
_ch0_neuron0,	33.0062
_ch0_neuron0,	33.0167
_ch0_neuron0,	33.5139
_ch0_neuron0,	33.7769
_ch0_neuron0,	33.8322
_ch0_neuron0,	34.0177
_ch0_neuron0,	34.1917
_ch0_neuron0,	34.5830
_ch0_neuron0,	34.6973
_ch0_neuron0,	34.7499
_ch0_neuron0,	35.0440
_ch0_neuron0,	35.1667
_ch0_neuron0,	35.2744
_ch0_neuron0,	36.1812
_ch0_neuron0,	36.2607
_ch0_neuron0,	36.5929
_ch0_neuron0,	36.7001
_ch0_neuron0,	37.0771
_ch0_neuron0,	37.7461
_ch0_neuron0,	37.8809
_ch0_neuron0,	37.9526
_ch0_neuron0,	38.4815
_ch0_neuron0,	38.5146
_ch0_neuron0,	39.5304
_ch0_neuron0,	39.7961
_ch0_neuron0,	39.8164
_ch0_neuron0,	39.8462
_ch0_neuron0,	39.8706
_ch0_neuron0,	39.8788
_ch0_neuron0,	39.8815
_ch0_neuron0,	39.8908
_ch0_neuron0,	39.9295
_ch0_neuron0,	40.0663
_ch0_neuron0,	40.0857
_ch0_neuron0,	40.2481
_ch0_neuron0,	40.4170
_ch0_neuron0,	40.6080
_ch0_neuron0,	41.2345
_ch0_neuron0,	41.4362
_ch0_neuron0,	41.7738
_ch0_neuron0,	42.3412
_ch0_neuron0,	42.4376
_ch0_neuron0,	42.5557
_ch0_neuron0,	42.7032
_ch0_neuron0,	42.9108
_ch0_neuron0,	42.9234
_ch0_neuron0,	43.1034
_ch0_neuron0,	43.2699
_ch0_neuron0,	43.4690
_ch0_neuron0,	43.7162
_ch0_neuron0,	44.0657
_ch0_neuron0,	44.1508
_ch0_neuron0,	44.3758
_ch0_neuron0,	44.6560
_ch0_neuron0,	45.3190
_ch0_neuron0,	45.7651
_ch0_neuron0,	45.8618
_ch0_neuron0,	45.8708
_ch0_neuron0,	45.8779
_ch0_neuron0,	45.8822
_ch0_neuron0,	45.8947
_ch0_neuron0,	45.9010
_ch0_neuron0,	45.9149
_ch0_neuron0,	45.9219
_ch0_neuron0,	45.9279
_ch0_neuron0,	45.9320
_ch0_neuron0,	45.9349
_ch0_neuron0,	45.9398
_ch0_neuron0,	45.9548
_ch0_neuron0,	45.9686
_ch0_neuron0,	45.9779
_ch0_neuron0,	45.9944
_ch0_neuron0,	46.0029
_ch0_neuron0,	46.0048
_ch0_neuron0,	46.0148
_ch0_neuron0,	46.1062
_ch0_neuron0,	46.1147
_ch0_neuron0,	46.1616
_ch0_neuron0,	46.2010
_ch0_neuron0,	46.2085
_ch0_neuron0,	46.2343
_ch0_neuron0,	46.3293
_ch0_neuron0,	46.3369
_ch0_neuron0,	46.3516
_ch0_neuron0,	46.4477
_ch0_neuron0,	46.4534
_ch0_neuron0,	46.5209
_ch0_neuron0,	46.5273
_ch0_neuron0,	46.5349
_ch0_neuron0,	46.5662
_ch0_neuron0,	46.5763
_ch0_neuron0,	46.5808
_ch0_neuron0,	46.5859
_ch0_neuron0,	46.6007
_ch0_neuron0,	46.6053
_ch0_neuron0,	46.6078
_ch0_neuron0,	46.6100
_ch0_neuron0,	46.6167
_ch0_neuron0,	46.6186
_ch0_neuron0,	46.6233
_ch0_neuron0,	46.6273
_ch0_neuron0,	46.6318
_ch0_neuron0,	46.6398
_ch0_neuron0,	46.6437
_ch0_neuron0,	46.6482
_ch0_neuron0,	46.6569
_ch0_neuron0,	46.6608
_ch0_neuron0,	46.6693
_ch0_neuron0,	46.6732
_ch0_neuron0,	46.6746
_ch0_neuron0,	46.6772
